"","Country","Taxa","Species","SynchVar","MeanRhos","rho250km","Mean250km","meansynchtemp.detrended","meansynchprecip.detrended","meandist","mediandist","Mean250kmZ","precip","temp","Sedentary","Groupreslongshort","SpecialistGeneralistRank_Y","SpecialistGeneralistRank_B","GenLength","Voltinism","FINAL","Larvaldiet","LogGenTime","insectLarvalDiet","MobilityBird","MobilityInsect","slowfast","movement","specgen","Taxa2","Dataset"
"19","Norway","Songbirds","Oenanthe oenanthe","log.r",-0.01744280987997,0.034352177311962,0.134487591587118,0.849127696181618,0.649976397369655,144.183376202712,135.51940151674,0.144656249190879,0.649976397369655,0.84,0,"Long",2,2,2.246001873,NA,NA,NA,0.809151690242885,NA,"Long",NA,"0.809151690242885","Long",2,"Birds","Norway Birds"
"20","Norway","Songbirds","Phoenicurus phoenicurus","log.r",-0.00286271968925629,4.13686881327231e-12,0.0683434644847873,0.849127696181618,0.649976397369655,149.378334726496,157.597675731721,0.0762584152170377,0.911940127185143,0.84,0,"Long",2,2,2.314825941,NA,NA,NA,0.839334497238476,NA,"Long",NA,"0.839334497238476","Long",2,"Birds","Norway Birds"
"21","Norway","Songbirds","Phylloscopus trochilus","log.r",0.172274131039065,0.17365971102685,0.149155939174206,0.849127696181618,0.649976397369655,150.980548869855,161.464021744231,0.168066892713809,0.849046166039787,0.84,0,"Long",2,2,2.528040959,NA,NA,NA,0.927444678289434,NA,"Long",NA,"0.927444678289434","Long",2,"Birds","Norway Birds"
"22","Norway","Songbirds","Tringa nebularia","log.r",0.0438835878421246,7.92743815144635e-09,0.00603844725355752,0.849127696181618,0.649976397369655,141.4303676537,149.579734468414,0.0132334866008349,0.649976397369655,0.84,0,"Long",3,3,6.344784467,NA,NA,NA,1.84763313163746,NA,"Long",NA,"1.84763313163746","Long",3,"Birds","Norway Birds"
"23","Sweden","Songbirds","Acrocephalus palustris","log.r",0.0414244851885981,0.0619974709947713,0.149111948148172,0.97,0.689605288241677,156.971708912505,173.121740062498,0.151922920718596,0.689605288241677,0.97,0,"Long",2,2,2.297947971,NA,NA,NA,0.832016538178086,NA,"Long",NA,"0.832016538178086","Long",2,"Birds","Sweden Birds"
"24","Sweden","Songbirds","Acrocephalus schoenobaenus","log.r",4.61933250239653e-05,5.79634792860146e-05,-0.0236885569534128,0.97,0.689605288241677,140.242671426036,144.376357956574,-0.0238476855730411,0.689605288241677,0.97,0,"Long",1,1,2.292296221,NA,NA,NA,0.829554031775556,NA,"Long",NA,"0.829554031775556","Long",1,"Birds","Sweden Birds"
"25","Sweden","Songbirds","Acrocephalus scirpaceus","log.r",-0.0123916101839693,4.28342544866628e-15,-0.064850360924562,0.97,0.689605288241677,151.308049960105,163.514991561734,-0.0645322598703514,0.689605288241677,0.97,0,"Long",2,2,2.848356296,NA,NA,NA,1.04674208965747,NA,"Long",NA,"1.04674208965747","Long",2,"Birds","Sweden Birds"
"26","Sweden","Songbirds","Actitis hypoleucos","log.r",-0.0376113054380394,9.24372816536266e-08,-0.00777677240355797,0.97,0.689605288241677,146.904092721153,144.259193198376,-0.0115220526244495,0.689605288241677,0.97,0,"Long",2,2,4.422382063,NA,NA,NA,1.48667847920046,NA,"Long",NA,"1.48667847920046","Long",2,"Birds","Sweden Birds"
"27","Sweden","Songbirds","Anthus trivialis","log.r",0.000936433484711952,0.00782450207288557,0.0499450329839558,0.97,0.689605288241677,156.68867569896,170.227284604841,0.053885107740755,0.706159151446167,0.951912951697708,0,"Long",1,1,2.108718091,NA,NA,NA,0.746080223050455,NA,"Long",NA,"0.746080223050455","Long",1,"Birds","Sweden Birds"
"28","Sweden","Songbirds","Apus apus","log.r",0.0572482087663709,0.0529453374689757,0.0602913706076873,0.97,0.689605288241677,157.245415303796,170.325379624458,0.064786307931461,0.754981670425826,0.971440703700754,0,"Long",1,1,8.011577329,NA,NA,NA,2.08088766166911,NA,"Long",NA,"2.08088766166911","Long",1,"Birds","Sweden Birds"
"29","Sweden","Songbirds","Cuculus canorus","log.r",0.0849811634321266,0.0888284170428241,0.109891527543722,0.97,0.689605288241677,156.213526607687,170.227284604841,0.124658180384789,0.715389928610718,0.946822911483442,0,"Long",2,2,2.756471878,NA,NA,NA,1.01395155692772,NA,"Long",NA,"1.01395155692772","Long",2,"Birds","Sweden Birds"
"30","Sweden","Songbirds","Delichon urbicum","log.r",-0.0131699838088945,2.95006132773998e-05,-0.00697675896226823,0.97,0.689605288241677,155.558624726955,165.17029486472,-0.00955198812853311,0.723774055259169,0.968437117781003,0,"Long",1,1,2.918935158,NA,NA,NA,1.07121887785341,NA,"Long",NA,"1.07121887785341","Long",1,"Birds","Sweden Birds"
"31","Sweden","Songbirds","Ficedula hypoleuca","log.r",0.0538872285711684,0.0434610097975349,0.0797408566800365,0.97,0.689605288241677,154.238757309645,169.932532104178,0.0909853100046695,0.688391134754948,0.940779901658359,0,"Long",3,2,4.116172628,NA,NA,NA,1.41492375781146,NA,"Long",NA,"1.41492375781146","Long",2,"Birds","Sweden Birds"
"32","Sweden","Songbirds","Hippolais icterina","log.r",-0.00566060561591521,0.0192172283538283,0.0113765609297285,0.97,0.689605288241677,155.508943015187,171.150260159911,0.0131904633513927,0.689605288241677,0.97,0,"Long",1,1,2.397269081,NA,NA,NA,0.874330206556946,NA,"Long",NA,"0.874330206556946","Long",1,"Birds","Sweden Birds"
"33","Sweden","Songbirds","Hirundo rustica","log.r",0.0288857580027883,0.00582628337284153,0.0311428486180384,0.97,0.689605288241677,157.003335633145,169.398748358388,0.034157558247976,0.728603623170363,0.9573375441146,0,"Long",1,1,3.132150175,NA,NA,NA,1.14171972557421,NA,"Long",NA,"1.14171972557421","Long",1,"Birds","Sweden Birds"
"34","Sweden","Songbirds","Jynx torquilla","log.r",-0.0100025175564912,0.0048640654117889,-0.00138212421031607,0.97,0.689605288241677,152.128182578744,169.285111631496,-0.00442911331605713,0.689605288241677,0.97,0,"Long",1,1,2.279290105,NA,NA,NA,0.823864037028412,NA,"Long",NA,"0.823864037028412","Long",1,"Birds","Sweden Birds"
"35","Sweden","Songbirds","Lanius collurio","log.r",0.0756107352255276,0.0748535831379147,0.0965379310422755,0.97,0.689605288241677,153.594250727803,169.306615723685,0.110888981322131,0.778912517151889,0.97391233486984,0,"Long",1,1,2.291235301,NA,NA,NA,0.829091104875695,NA,"Long",NA,"0.829091104875695","Long",1,"Birds","Sweden Birds"
"36","Sweden","Songbirds","Luscinia luscinia","log.r",0.155907515764345,0.128919922445386,0.162477943364818,0.97,0.689605288241677,139.798161555263,137.440997434008,0.189725912402526,0.689605288241677,0.97,0,"Long",3,2,2.269901908,NA,NA,NA,0.81973661822483,NA,"Long",NA,"0.81973661822483","Long",2,"Birds","Sweden Birds"
"37","Sweden","Songbirds","Motacilla flava","log.r",0.0912719012730523,0.0855798658453966,0.0905295179638243,0.97,0.689605288241677,151.500199304095,169.126373305982,0.107860320540646,0.689605288241677,0.97,0,"Long",2,2,2.185110436,NA,NA,NA,0.781666370062072,NA,"Long",NA,"0.781666370062072","Long",2,"Birds","Sweden Birds"
"38","Sweden","Songbirds","Muscicapa striata","log.r",0.00532331910673214,0.00531525763282093,-0.00805911758731487,0.97,0.689605288241677,154.366215230589,170.242026771608,-0.00680607878894729,0.693538515031092,0.942775339899448,0,"Long",2,1,2.552972847,NA,NA,NA,0.937258502480108,NA,"Long",NA,"0.937258502480108","Long",1,"Birds","Sweden Birds"
"39","Sweden","Songbirds","Numenius phaeopus","log.r",0.051931632290119,0.0519297618147226,0.0591134587099957,0.97,0.689605288241677,137.29122354736,104.707096666054,0.0820092357946478,0.689605288241677,0.97,0,"Long",5,3,6.456258669,NA,NA,NA,1.86504999661482,NA,"Long",NA,"1.86504999661482","Long",3,"Birds","Sweden Birds"
"40","Sweden","Songbirds","Oenanthe oenanthe","log.r",0.0105787551009847,0.010575517221013,-0.0781250778659551,0.97,0.689605288241677,150.218069277298,165.17029486472,-0.088795013681606,0.689605288241677,0.97,0,"Long",2,2,2.246001873,NA,NA,NA,0.809151690242885,NA,"Long",NA,"0.809151690242885","Long",2,"Birds","Sweden Birds"
"41","Sweden","Songbirds","Phoenicurus phoenicurus","log.r",0.0159182166039848,0.0517811486226328,0.0531777656717734,0.97,0.689605288241677,154.437499472685,169.954398845577,0.0619698733323576,0.689605288241677,0.97,0,"Long",2,2,2.314825941,NA,NA,NA,0.839334497238476,NA,"Long",NA,"0.839334497238476","Long",2,"Birds","Sweden Birds"
"42","Sweden","Songbirds","Phylloscopus sibilatrix","log.r",-0.00207743310867059,0.00243346841599871,0.0135174660334527,0.97,0.689605288241677,155.695932131288,170.496569113165,0.0159721294582795,0.799969813923019,0.977937487007513,0,"Long",2,2,2.314825941,NA,NA,NA,0.839334497238476,NA,"Long",NA,"0.839334497238476","Long",2,"Birds","Sweden Birds"
"43","Sweden","Songbirds","Phylloscopus trochilus","log.r",0.115152761468096,0.172363885170599,0.143310148927554,0.97,0.689605288241677,157.686980240235,170.335551511434,0.161654403868446,0.65884390060899,0.942641615037359,0,"Long",2,2,2.528040959,NA,NA,NA,0.927444678289434,NA,"Long",NA,"0.927444678289434","Long",2,"Birds","Sweden Birds"
"44","Sweden","Songbirds","Saxicola rubetra","log.r",0.0318476614630256,0.026535092769812,0.045681995074468,0.97,0.689605288241677,153.28212690789,169.910665362779,0.0570892821243145,0.726052566980367,0.958084567300663,0,"Long",3,2,1.914827845,NA,NA,NA,0.649627720419203,NA,"Long",NA,"0.649627720419203","Long",2,"Birds","Sweden Birds"
"45","Sweden","Songbirds","Sterna hirundo","log.r",-0.0164908555144599,0.000517511449292271,-0.015116992262411,0.97,0.689605288241677,152.472003039771,163.514991561734,-0.0319805242145308,0.689605288241677,0.97,0,"Long",2,1,10.39724168,NA,NA,NA,2.34154054789254,NA,"Long",NA,"2.34154054789254","Long",1,"Birds","Sweden Birds"
"46","Sweden","Songbirds","Sylvia borin","log.r",0.144316695341284,0.151902497686461,0.16479453039999,0.97,0.689605288241677,156.474523479211,169.583777200119,0.180849511163446,0.675479299031154,0.943718379653008,0,"Long",2,1,3.591084482,NA,NA,NA,1.27845424100453,NA,"Long",NA,"1.27845424100453","Long",1,"Birds","Sweden Birds"
"47","Sweden","Songbirds","Sylvia communis","log.r",0.0937077396273935,0.0692507381850673,0.110150735197206,0.97,0.689605288241677,157.596195227272,169.285111631496,0.119589928356294,0.741592134883742,0.971490688995674,0,"Long",2,1,2.172764581,NA,NA,NA,0.77600035716322,NA,"Long",NA,"0.77600035716322","Long",1,"Birds","Sweden Birds"
"48","Sweden","Songbirds","Sylvia curruca","log.r",0.0426487243073522,0.0618134998891882,0.0606653333584929,0.97,0.689605288241677,157.30953811984,170.414334084494,0.0671518474055241,0.741996587853184,0.967651368955131,0,"Long",2,2,2.13714676,NA,NA,NA,0.759471649692559,NA,"Long",NA,"0.759471649692559","Long",2,"Birds","Sweden Birds"
"49","Sweden","Songbirds","Tringa glareola","log.r",0.0287965385265498,0.000634578640034261,0.0627908630154371,0.97,0.689605288241677,150.083640964686,165.204307701361,0.0742508857639148,0.689605288241677,0.97,0,"Long",2,2,3.453256211,NA,NA,NA,1.23931761519184,NA,"Long",NA,"1.23931761519184","Long",2,"Birds","Sweden Birds"
"50","Sweden","Songbirds","Tringa nebularia","log.r",0.0628762372521053,0.0605487978946757,0.0420818601744782,0.97,0.689605288241677,150.388795765625,167.961073849296,0.0482373007151108,0.689605288241677,0.97,0,"Long",3,3,6.344784467,NA,NA,NA,1.84763313163746,NA,"Long",NA,"1.84763313163746","Long",3,"Birds","Sweden Birds"
"51","Switzerland","Songbirds","Anthus trivialis","log.r",0.111833103671935,0.104486843044666,0.112394263952878,0.69743452003872,0.98,129.920832639943,128.399164234997,0.126832722877437,0.758581076902114,0.97777157883026,0,"Long",1,1,2.108718091,NA,NA,NA,0.746080223050455,NA,"Long",NA,"0.746080223050455","Long",1,"Birds","Switzerland Birds"
"52","Switzerland","Songbirds","Apus apus","log.r",-0.216439500506665,4.30736444575445e-17,-0.209602086101411,0.69743452003872,0.98,111.9245632875,92.1037675925245,-0.209871173715786,0.836537539142795,0.990472949649403,0,"Long",1,1,8.011577329,NA,NA,NA,2.08088766166911,NA,"Long",NA,"2.08088766166911","Long",1,"Birds","Switzerland Birds"
"53","Switzerland","Songbirds","Cuculus canorus","log.r",0.0551685230150144,0.0397734369921575,0.0459257022146433,0.69743452003872,0.98,126.722849440996,119.613307842722,0.0462607544364185,0.800735394846671,0.980941263050574,0,"Long",2,2,2.756471878,NA,NA,NA,1.01395155692772,NA,"Long",NA,"1.01395155692772","Long",2,"Birds","Switzerland Birds"
"54","Switzerland","Songbirds","Hirundo rustica","log.r",-0.0335059852657301,1.47444555115804e-15,-0.0320978401662708,0.69743452003872,0.98,119.789483970582,99.1302742660468,-0.0349433828885286,0.782716178914481,0.981310427572678,0,"Long",1,1,3.132150175,NA,NA,NA,1.14171972557421,NA,"Long",NA,"1.14171972557421","Long",1,"Birds","Switzerland Birds"
"55","Switzerland","Songbirds","Oenanthe oenanthe","log.r",0.111098146132768,0.110843619902336,0.0784264936157218,0.69743452003872,0.98,128.666383462784,121.401096525956,0.0847623865589384,0.7584252556815,0.977913463700569,0,"Long",2,2,2.246001873,NA,NA,NA,0.809151690242885,NA,"Long",NA,"0.809151690242885","Long",2,"Birds","Switzerland Birds"
"56","Switzerland","Songbirds","Phylloscopus bonelli","log.r",0.138929073770048,0.0175054860837372,0.129666911428049,0.69743452003872,0.98,135.711765307129,140.339603401405,0.143528548720973,0.753177406331263,0.974779580830929,0,"Long",1,1,1.952774996,NA,NA,NA,0.669251435836024,NA,"Long",NA,"0.669251435836024","Long",1,"Birds","Switzerland Birds"
"57","Switzerland","Songbirds","Sylvia borin","log.r",0.0663652363096966,0.0663834539942356,0.0625239643683548,0.69743452003872,0.98,117.108673384644,100.837265747824,0.0647479512624921,0.858559836154064,0.986545402719177,0,"Long",2,1,3.591084482,NA,NA,NA,1.27845424100453,NA,"Long",NA,"1.27845424100453","Long",1,"Birds","Switzerland Birds"
"58","UK","Songbirds","Apus apus","log.r",0.0364271989276658,0.0354211307849715,0.0711638889295748,0.94,0.705280873867908,160.746437653354,167.819734491163,0.0767935986010052,0.779543583777758,0.957306555669137,0,"Long",1,1,8.011577329,NA,NA,NA,2.08088766166911,NA,"Long",NA,"2.08088766166911","Long",1,"Birds","UK Birds"
"59","UK","Songbirds","Cuculus canorus","log.r",0.0647764035219135,0.0649427261935674,0.061877878463118,0.94,0.705280873867908,159.875262426569,167.923783434521,0.0673043736072241,0.78746399907561,0.960418127290115,0,"Long",2,2,2.756471878,NA,NA,NA,1.01395155692772,NA,"Long",NA,"1.01395155692772","Long",2,"Birds","UK Birds"
"60","UK","Songbirds","Delichon urbicum","log.r",0.099102703672942,0.0996757423551447,0.104770964123575,0.94,0.705280873867908,161.131507181752,168.106101496455,0.112177951406346,0.740526684915423,0.95245776104461,0,"Long",1,1,2.918935158,NA,NA,NA,1.07121887785341,NA,"Long",NA,"1.07121887785341","Long",1,"Birds","UK Birds"
"61","UK","Songbirds","Falco tinnunculus","log.r",0.163316332329276,0.130883784247914,0.214246476930941,0.94,0.705280873867908,161.474991895823,170.191635626979,0.234540272786397,0.789263910946728,0.95780355035363,0,"Long",2,1,4.08055933,NA,NA,NA,1.40623406970628,NA,"Long",NA,"1.40623406970628","Long",1,"Birds","UK Birds"
"62","UK","Songbirds","Hirundo rustica","log.r",0.121640280433163,0.122359387485356,0.128093115107009,0.94,0.705280873867908,162.062723328517,170.288943812764,0.138253264477777,0.733440773445636,0.94813783005672,0,"Long",1,1,3.132150175,NA,NA,NA,1.14171972557421,NA,"Long",NA,"1.14171972557421","Long",1,"Birds","UK Birds"
"63","UK","Songbirds","Phylloscopus trochilus","log.r",0.146547789765235,0.166187171325002,0.165796619570049,0.94,0.705280873867908,161.029776066048,168.597329963698,0.176526252458312,0.733097054563641,0.952462133471588,0,"Long",2,2,2.528040959,NA,NA,NA,0.927444678289434,NA,"Long",NA,"0.927444678289434","Long",2,"Birds","UK Birds"
"64","UK","Songbirds","Sylvia communis","log.r",0.31439793007464,0.321337440436422,0.317773876463211,0.94,0.705280873867908,162.177450354862,170.237756823896,0.350276250912186,0.769017636146111,0.957673553954475,0,"Long",2,1,2.172764581,NA,NA,NA,0.77600035716322,NA,"Long",NA,"0.77600035716322","Long",1,"Birds","UK Birds"
"65","France","Songbirds","Aegithalos caudatus","log.r",0.0924306140435728,0.0865636899643231,0.113185451683971,0.97,0.823489441656172,162.507168931735,169.857898704427,0.117483161091524,0.875462623652144,0.987484482890483,1,"Resident",2,2,2.393004781,NA,NA,NA,0.872549806834813,NA,"Resident",NA,"0.872549806834813","Resident",2,"Birds","France Birds"
"66","France","Songbirds","Alauda arvensis","log.r",0.00801149906206725,0.00232331790457527,0.00999453924197755,0.97,0.823489441656172,160.837032789063,169.961138097058,0.0107751238980954,0.877009198851486,0.983746754927945,1,"Resident",3,3,2.833403383,NA,NA,NA,1.04147859793431,NA,"Resident",NA,"1.04147859793431","Resident",3,"Birds","France Birds"
"67","France","Songbirds","Buteo buteo","log.r",0.108237895072265,0.108205936553999,0.0879926106729673,0.97,0.823489441656172,149.912898868279,165.731171726366,0.0956204653249177,0.823489441656172,0.97,1,"Resident",3,1,9.449470051,NA,NA,NA,2.24595866067389,NA,"Resident",NA,"2.24595866067389","Resident",1,"Birds","France Birds"
"68","France","Songbirds","Linaria cannabina","log.r",0.0397504227246981,0.0420000705812303,0.0827824615904304,0.97,0.823489441656172,157.254053944299,164.742435601691,0.089059864388659,0.89439238885578,0.982267891217268,1,"Resident",1,1,2.200493829,NA,NA,NA,0.788681802902432,NA,"Resident",NA,"0.788681802902432","Resident",1,"Birds","France Birds"
"69","France","Songbirds","Carduelis carduelis","log.r",0.0531978942683671,0.0552661229865812,0.0491095097047996,0.97,0.823489441656172,162.13162909663,170.532473337981,0.0543088941242889,0.871145577664007,0.984834228463767,1,"Resident",1,1,2.528040959,NA,NA,NA,0.927444678289434,NA,"Resident",NA,"0.927444678289434","Resident",1,"Birds","France Birds"
"70","France","Songbirds","Chloris chloris","log.r",0.0342714399241117,0.0346231734602612,0.0338667912556575,0.97,0.823489441656172,162.57798136513,171.348521508448,0.0383038078904056,0.882048253401122,0.983233672789882,1,"Resident",1,1,2.70572014,NA,NA,NA,0.99536810237504,NA,"Resident",NA,"0.99536810237504","Resident",1,"Birds","France Birds"
"71","France","Songbirds","Certhia brachydactyla","log.r",0.0622645456227153,0.0622573699616571,0.0295889115944828,0.97,0.823489441656172,160.199689471933,170.46057076918,0.0342153601664779,0.876565630716567,0.983626630909535,1,"Resident",2,2,1.70129481,NA,NA,NA,0.531389614092944,NA,"Resident",NA,"0.531389614092944","Resident",2,"Birds","France Birds"
"72","France","Songbirds","Columba livia","log.r",0.0595821540790324,0.057735105051319,-0.036060194160893,0.97,0.823489441656172,110.163975485636,91.368158726487,-0.0422279693708015,0.823489441656172,0.97,1,"Resident",1,1,3.993083763,NA,NA,NA,1.38456380532162,NA,"Resident",NA,"1.38456380532162","Resident",1,"Birds","France Birds"
"73","France","Songbirds","Corvus corone","log.r",0.00811851405648057,0.011772216290707,0.0157368355056408,0.97,0.823489441656172,163.407052382754,171.49794331536,0.017710009811965,0.864974199994078,0.983661025884817,1,"Resident",6,6,5.722759998,NA,NA,NA,1.74445120615062,NA,"Resident",NA,"1.74445120615062","Resident",6,"Birds","France Birds"
"74","France","Songbirds","Corvus frugilegus","log.r",-0.0217072293238488,3.44187056043717e-09,-0.0228726480016664,0.97,0.823489441656172,150.120722322739,159.68653046798,-0.0191604373667213,0.823489441656172,0.97,1,"Resident",6,6,5.585125453,NA,NA,NA,1.7201068947577,NA,"Resident",NA,"1.7201068947577","Resident",6,"Birds","France Birds"
"75","France","Songbirds","Corvus monedula","log.r",-0.0148012313506512,6.49150923112376e-18,-0.0825741393166739,0.97,0.823489441656172,142.98318717095,115.916581003398,-0.0867871270222798,0.823489441656172,0.97,1,"Resident",6,6,5.566681027,NA,NA,NA,1.71679901045187,NA,"Resident",NA,"1.71679901045187","Resident",6,"Birds","France Birds"
"76","France","Songbirds","Cyanistes caeruleus","log.r",0.0566540757016065,0.0489762179873518,0.0736554474462693,0.97,0.823489441656172,162.787452947077,171.24196559451,0.0795105590270433,0.872238905817301,0.984166671573495,1,"Resident",3,2,2.932679691,NA,NA,NA,1.07591657537154,NA,"Resident",NA,"1.07591657537154","Resident",2,"Birds","France Birds"
"77","France","Songbirds","Dendrocopos major","log.r",0.129900578201534,0.149293987491497,0.159134901424573,0.97,0.823489441656172,161.854112803084,171.315136942178,0.171895024375353,0.889122646335789,0.983134470184352,1,"Resident",2,1,2.70071998,NA,NA,NA,0.993518396722282,NA,"Resident",NA,"0.993518396722282","Resident",1,"Birds","France Birds"
"78","France","Songbirds","Emberiza calandra","log.r",0.0208565701981527,0.0413810043637828,0.0957098180972839,0.97,0.823489441656172,164.473398776232,172.285789394723,0.103649766085478,0.823489441656172,0.97,1,"Resident",3,3,2.475785565,NA,NA,NA,0.90655774565993,NA,"Resident",NA,"0.90655774565993","Resident",3,"Birds","France Birds"
