"LogGenTime","Taxa","Voltinism","MobilityBird","MobilityInsects","BirdDiet","LarvalDiet","Larvaldiet"
0.810286640276865,"Birds",NA,"Long",NA,2,NA,NA
0.906875018039838,"Birds",NA,"Resident",NA,1,NA,NA
0.991156495003184,"Birds",NA,"Resident",NA,2,NA,NA
1.24002186078171,"Birds",NA,"Resident",NA,2,NA,NA
1.04164666788944,"Birds",NA,"Long",NA,2,NA,NA
1.73183144154608,"Birds",NA,"Resident",NA,2,NA,NA
0.920184502500523,"Birds",NA,"Resident",NA,1,NA,NA
1.27845424100453,"Birds",NA,"Long",NA,1,NA,NA
0.77600035716322,"Birds",NA,"Long",NA,1,NA,NA
0.597365218183722,"Birds",NA,"Resident",NA,1,NA,NA
1.39475304933405,"Birds",NA,"Resident",NA,2,NA,NA
1.21477313847739,"Birds",NA,"Resident",NA,2,NA,NA
1.37777706647718,"Birds",NA,"Resident",NA,2,NA,NA
0.907074550239489,"Birds",NA,"Long",NA,1,NA,NA
0.952431886512498,"Birds",NA,"Short",NA,3,NA,NA
1.48667847920046,"Birds",NA,"Long",NA,2,NA,NA
0.776860713426154,"Birds",NA,"Short",NA,2,NA,NA
0.746080223050455,"Birds",NA,"Long",NA,1,NA,NA
1.31272273983509,"Birds",NA,"Short",NA,3,NA,NA
1.74445120615062,"Birds",NA,"Resident",NA,6,NA,NA
1.01395155692772,"Birds",NA,"Long",NA,2,NA,NA
0.993518396722282,"Birds",NA,"Resident",NA,1,NA,NA
0.898928592850408,"Birds",NA,"Resident",NA,3,NA,NA
1.28127356941601,"Birds",NA,"Resident",NA,2,NA,NA
1.41492375781146,"Birds",NA,"Long",NA,2,NA,NA
1.60560063629812,"Birds",NA,"Resident",NA,3,NA,NA
1.0955853561266,"Birds",NA,"Short",NA,4,NA,NA
1.27231468896692,"Birds",NA,"Short",NA,2,NA,NA
2.83484856635119,"Birds",NA,"Short",NA,5,NA,NA
0.847074502016008,"Birds",NA,"Resident",NA,3,NA,NA
2.36752704149385,"Birds",NA,"Short",NA,3,NA,NA
0.909874235721558,"Birds",NA,"Long",NA,2,NA,NA
1.21636503497689,"Birds",NA,"Resident",NA,1,NA,NA
1.86504999661482,"Birds",NA,"Long",NA,3,NA,NA
0.809151690242885,"Birds",NA,"Long",NA,2,NA,NA
1.11504553190747,"Birds",NA,"Resident",NA,2,NA,NA
0.839334497238476,"Birds",NA,"Long",NA,2,NA,NA
0.691951677731128,"Birds",NA,"Short",NA,1,NA,NA
0.927444678289434,"Birds",NA,"Long",NA,2,NA,NA
1.49297314255844,"Birds",NA,"Short",NA,2,NA,NA
0.903546165394196,"Birds",NA,"Resident",NA,2,NA,NA
1.33879340120692,"Birds",NA,"Resident",NA,1,NA,NA
0.616730429071329,"Birds",NA,"Resident",NA,2,NA,NA
1.02312593868029,"Birds",NA,"Short",NA,1,NA,NA
0.920184502500523,"Birds",NA,"Resident",NA,1,NA,NA
1.84763313163746,"Birds",NA,"Long",NA,3,NA,NA
1.61470563120924,"Birds",NA,"Short",NA,2,NA,NA
0.597365218183722,"Birds",NA,"Resident",NA,1,NA,NA
1.26033365468,"Birds",NA,"Short",NA,2,NA,NA
1.39475304933405,"Birds",NA,"Resident",NA,2,NA,NA
1.21477313847739,"Birds",NA,"Resident",NA,2,NA,NA
1.23192108697869,"Birds",NA,"Short",NA,2,NA,NA
1.09507519920274,"Birds",NA,"Short",NA,2,NA,NA
0.952431886512498,"Birds",NA,"Short",NA,3,NA,NA
0.832016538178086,"Birds",NA,"Long",NA,2,NA,NA
0.829554031775556,"Birds",NA,"Long",NA,1,NA,NA
1.04674208965747,"Birds",NA,"Long",NA,2,NA,NA
1.48667847920046,"Birds",NA,"Long",NA,2,NA,NA
0.872549806834813,"Birds",NA,"Resident",NA,2,NA,NA
1.564652443926,"Birds",NA,"Short",NA,4,NA,NA
2.07014551595987,"Birds",NA,"Short",NA,1,NA,NA
0.776860713426154,"Birds",NA,"Short",NA,2,NA,NA
0.746080223050455,"Birds",NA,"Long",NA,1,NA,NA
2.08088766166911,"Birds",NA,"Long",NA,1,NA,NA
2.18375257584957,"Birds",NA,"Short",NA,2,NA,NA
2.24593013411702,"Birds",NA,"Resident",NA,1,NA,NA
1.96148822177591,"Birds",NA,"Short",NA,1,NA,NA
2.24595866067389,"Birds",NA,"Resident",NA,1,NA,NA
0.788681802902432,"Birds",NA,"Resident",NA,1,NA,NA
0.719327259981345,"Birds",NA,"Resident",NA,2,NA,NA
0.99536810237504,"Birds",NA,"Resident",NA,1,NA,NA
2.28731493887505,"Birds",NA,"Short",NA,3,NA,NA
1.21260865549048,"Birds",NA,"Resident",NA,2,NA,NA
1.31272273983509,"Birds",NA,"Short",NA,3,NA,NA
2.01017848976887,"Birds",NA,"Resident",NA,7,NA,NA
1.74445120615062,"Birds",NA,"Resident",NA,6,NA,NA
1.71679901045187,"Birds",NA,"Resident",NA,6,NA,NA
1.01395155692772,"Birds",NA,"Long",NA,2,NA,NA
1.07591657537154,"Birds",NA,"Resident",NA,2,NA,NA
2.26859222939094,"Birds",NA,"Short",NA,1,NA,NA
2.28240982070835,"Birds",NA,"Resident",NA,1,NA,NA
1.07121887785341,"Birds",NA,"Long",NA,1,NA,NA
0.993518396722282,"Birds",NA,"Resident",NA,1,NA,NA
1.4163273261712,"Birds",NA,"Resident",NA,2,NA,NA
1.01858873478336,"Birds",NA,"Resident",NA,3,NA,NA
0.898928592850408,"Birds",NA,"Resident",NA,3,NA,NA
1.28127356941601,"Birds",NA,"Resident",NA,2,NA,NA
1.41492375781146,"Birds",NA,"Long",NA,2,NA,NA
1.60560063629812,"Birds",NA,"Resident",NA,3,NA,NA
1.0955853561266,"Birds",NA,"Short",NA,4,NA,NA
1.27231468896692,"Birds",NA,"Short",NA,2,NA,NA
1.59063391524086,"Birds",NA,"Resident",NA,4,NA,NA
2.24510832670886,"Birds",NA,"Short",NA,1,NA,NA
2.83484856635119,"Birds",NA,"Short",NA,5,NA,NA
2.58632707396991,"Birds",NA,"Short",NA,1,NA,NA
0.874330206556946,"Birds",NA,"Long",NA,1,NA,NA
1.14171972557421,"Birds",NA,"Long",NA,1,NA,NA
0.823864037028412,"Birds",NA,"Long",NA,1,NA,NA
0.847074502016008,"Birds",NA,"Resident",NA,3,NA,NA
0.829091104875695,"Birds",NA,"Long",NA,1,NA,NA
2.64438447017243,"Birds",NA,"Short",NA,6,NA,NA
2.36752704149385,"Birds",NA,"Short",NA,3,NA,NA
0.918019920365624,"Birds",NA,"Resident",NA,2,NA,NA
1.15115752483274,"Birds",NA,"Resident",NA,1,NA,NA
0.81973661822483,"Birds",NA,"Long",NA,2,NA,NA
1.21636503497689,"Birds",NA,"Resident",NA,1,NA,NA
1.03148213909415,"Birds",NA,"Resident",NA,2,NA,NA
0.781666370062072,"Birds",NA,"Long",NA,2,NA,NA
0.937258502480108,"Birds",NA,"Long",NA,1,NA,NA
2.25322301839001,"Birds",NA,"Short",NA,2,NA,NA
1.86504999661482,"Birds",NA,"Long",NA,3,NA,NA
0.809151690242885,"Birds",NA,"Long",NA,2,NA,NA
1.11504553190747,"Birds",NA,"Resident",NA,2,NA,NA
1.31542775072653,"Birds",NA,"Resident",NA,1,NA,NA
1.00054790141413,"Birds",NA,"Resident",NA,3,NA,NA
0.786807433619782,"Birds",NA,"Resident",NA,2,NA,NA
1.2570248369613,"Birds",NA,"Resident",NA,7,NA,NA
2.16454048138691,"Birds",NA,"Short",NA,1,NA,NA
1.56303978556095,"Birds",NA,"Resident",NA,4,NA,NA
0.839334497238476,"Birds",NA,"Long",NA,2,NA,NA
0.691951677731128,"Birds",NA,"Short",NA,1,NA,NA
0.839334497238476,"Birds",NA,"Long",NA,2,NA,NA
0.927444678289434,"Birds",NA,"Long",NA,2,NA,NA
1.75990072855796,"Birds",NA,"Resident",NA,6,NA,NA
1.11871238838165,"Birds",NA,"Resident",NA,1,NA,NA
1.49297314255844,"Birds",NA,"Short",NA,2,NA,NA
0.903546165394196,"Birds",NA,"Resident",NA,2,NA,NA
0.94543561661901,"Birds",NA,"Resident",NA,2,NA,NA
1.33879340120692,"Birds",NA,"Resident",NA,1,NA,NA
1.20767116206223,"Birds",NA,"Resident",NA,3,NA,NA
0.616730429071329,"Birds",NA,"Resident",NA,2,NA,NA
0.649627720419203,"Birds",NA,"Long",NA,2,NA,NA
0.991156495003184,"Birds",NA,"Resident",NA,2,NA,NA
1.02312593868029,"Birds",NA,"Short",NA,1,NA,NA
2.34154054789254,"Birds",NA,"Long",NA,1,NA,NA
1.73183144154608,"Birds",NA,"Resident",NA,2,NA,NA
0.920184502500523,"Birds",NA,"Resident",NA,1,NA,NA
1.27845424100453,"Birds",NA,"Long",NA,1,NA,NA
0.77600035716322,"Birds",NA,"Long",NA,1,NA,NA
0.759471649692559,"Birds",NA,"Long",NA,2,NA,NA
1.73143158627612,"Birds",NA,"Resident",NA,1,NA,NA
1.23931761519184,"Birds",NA,"Long",NA,2,NA,NA
1.84763313163746,"Birds",NA,"Long",NA,3,NA,NA
1.55892603497659,"Birds",NA,"Short",NA,2,NA,NA
0.597365218183722,"Birds",NA,"Resident",NA,1,NA,NA
1.26033365468,"Birds",NA,"Short",NA,2,NA,NA
1.39475304933405,"Birds",NA,"Resident",NA,2,NA,NA
1.21477313847739,"Birds",NA,"Resident",NA,2,NA,NA
1.23192108697869,"Birds",NA,"Short",NA,2,NA,NA
1.37777706647718,"Birds",NA,"Resident",NA,2,NA,NA
1.82226866177682,"Birds",NA,"Short",NA,2,NA,NA
1.04147859793431,"Birds",NA,"Resident",NA,3,NA,NA
0.77393262987107,"Birds",NA,"Short",NA,2,NA,NA
0.746080223050455,"Birds",NA,"Long",NA,1,NA,NA
2.08088766166911,"Birds",NA,"Long",NA,1,NA,NA
2.24595866067389,"Birds",NA,"Resident",NA,1,NA,NA
0.788681802902432,"Birds",NA,"Resident",NA,1,NA,NA
0.927444678289434,"Birds",NA,"Resident",NA,1,NA,NA
0.531389614092944,"Birds",NA,"Resident",NA,2,NA,NA
0.719327259981345,"Birds",NA,"Resident",NA,2,NA,NA
0.99536810237504,"Birds",NA,"Resident",NA,1,NA,NA
1.31272273983509,"Birds",NA,"Short",NA,3,NA,NA
1.74445120615062,"Birds",NA,"Resident",NA,6,NA,NA
1.01395155692772,"Birds",NA,"Long",NA,2,NA,NA
1.07591657537154,"Birds",NA,"Resident",NA,2,NA,NA
0.993518396722282,"Birds",NA,"Resident",NA,1,NA,NA
1.01858873478336,"Birds",NA,"Resident",NA,3,NA,NA
1.28127356941601,"Birds",NA,"Resident",NA,2,NA,NA
1.60560063629812,"Birds",NA,"Resident",NA,3,NA,NA
1.59063391524086,"Birds",NA,"Resident",NA,4,NA,NA
1.14171972557421,"Birds",NA,"Long",NA,1,NA,NA
0.918019920365624,"Birds",NA,"Resident",NA,2,NA,NA
1.03148213909415,"Birds",NA,"Resident",NA,2,NA,NA
0.809151690242885,"Birds",NA,"Long",NA,2,NA,NA
1.11504553190747,"Birds",NA,"Resident",NA,2,NA,NA
1.31542775072653,"Birds",NA,"Resident",NA,1,NA,NA
1.00054790141413,"Birds",NA,"Resident",NA,3,NA,NA
0.786807433619782,"Birds",NA,"Resident",NA,2,NA,NA
0.880859815177818,"Birds",NA,"Resident",NA,3,NA,NA
0.669251435836024,"Birds",NA,"Long",NA,1,NA,NA
0.691951677731128,"Birds",NA,"Short",NA,1,NA,NA
1.75990072855796,"Birds",NA,"Resident",NA,6,NA,NA
0.94543561661901,"Birds",NA,"Resident",NA,2,NA,NA
0.986398251936172,"Birds",NA,"Resident",NA,1,NA,NA
1.33879340120692,"Birds",NA,"Resident",NA,1,NA,NA
1.20767116206223,"Birds",NA,"Resident",NA,3,NA,NA
0.574457264061411,"Birds",NA,"Resident",NA,2,NA,NA
0.616730429071329,"Birds",NA,"Resident",NA,2,NA,NA
0.906875018039838,"Birds",NA,"Resident",NA,1,NA,NA
0.991156495003184,"Birds",NA,"Resident",NA,2,NA,NA
1.73183144154608,"Birds",NA,"Resident",NA,2,NA,NA
0.920184502500523,"Birds",NA,"Resident",NA,1,NA,NA
1.27845424100453,"Birds",NA,"Long",NA,1,NA,NA
0.597365218183722,"Birds",NA,"Resident",NA,1,NA,NA
1.39475304933405,"Birds",NA,"Resident",NA,2,NA,NA
1.21477313847739,"Birds",NA,"Resident",NA,2,NA,NA
1.09507519920274,"Birds",NA,"Short",NA,2,NA,NA
1.37777706647718,"Birds",NA,"Resident",NA,2,NA,NA
0.872549806834813,"Birds",NA,"Resident",NA,2,NA,NA
1.04147859793431,"Birds",NA,"Resident",NA,3,NA,NA
1.564652443926,"Birds",NA,"Short",NA,4,NA,NA
0.776860713426154,"Birds",NA,"Short",NA,2,NA,NA
2.08088766166911,"Birds",NA,"Long",NA,1,NA,NA
2.18375257584957,"Birds",NA,"Short",NA,2,NA,NA
2.24595866067389,"Birds",NA,"Resident",NA,1,NA,NA
0.788681802902432,"Birds",NA,"Resident",NA,1,NA,NA
0.927444678289434,"Birds",NA,"Resident",NA,1,NA,NA
0.99536810237504,"Birds",NA,"Resident",NA,1,NA,NA
1.38456380532162,"Birds",NA,"Resident",NA,1,NA,NA
1.21260865549048,"Birds",NA,"Resident",NA,2,NA,NA
1.31272273983509,"Birds",NA,"Short",NA,3,NA,NA
1.74445120615062,"Birds",NA,"Resident",NA,6,NA,NA
1.7201068947577,"Birds",NA,"Resident",NA,6,NA,NA
1.71679901045187,"Birds",NA,"Resident",NA,6,NA,NA
1.01395155692772,"Birds",NA,"Long",NA,2,NA,NA
1.07591657537154,"Birds",NA,"Resident",NA,2,NA,NA
1.07121887785341,"Birds",NA,"Long",NA,1,NA,NA
0.993518396722282,"Birds",NA,"Resident",NA,1,NA,NA
1.01858873478336,"Birds",NA,"Resident",NA,3,NA,NA
1.28127356941601,"Birds",NA,"Resident",NA,2,NA,NA
1.40623406970628,"Birds",NA,"Long",NA,1,NA,NA
1.60560063629812,"Birds",NA,"Resident",NA,3,NA,NA
1.27353416047486,"Birds",NA,"Resident",NA,4,NA,NA
1.59063391524086,"Birds",NA,"Resident",NA,4,NA,NA
1.14171972557421,"Birds",NA,"Long",NA,1,NA,NA
2.64438447017243,"Birds",NA,"Short",NA,6,NA,NA
2.53558123018652,"Birds",NA,"Short",NA,5,NA,NA
1.03148213909415,"Birds",NA,"Resident",NA,2,NA,NA
1.11504553190747,"Birds",NA,"Resident",NA,2,NA,NA
1.31542775072653,"Birds",NA,"Resident",NA,1,NA,NA
0.786807433619782,"Birds",NA,"Resident",NA,2,NA,NA
1.56303978556095,"Birds",NA,"Resident",NA,4,NA,NA
0.691951677731128,"Birds",NA,"Short",NA,1,NA,NA
0.927444678289434,"Birds",NA,"Long",NA,2,NA,NA
1.75990072855796,"Birds",NA,"Resident",NA,6,NA,NA
1.11871238838165,"Birds",NA,"Resident",NA,1,NA,NA
1.33879340120692,"Birds",NA,"Resident",NA,1,NA,NA
1.20767116206223,"Birds",NA,"Resident",NA,3,NA,NA
0.616730429071329,"Birds",NA,"Resident",NA,2,NA,NA
1.24002186078171,"Birds",NA,"Resident",NA,2,NA,NA
1.73183144154608,"Birds",NA,"Resident",NA,2,NA,NA
0.920184502500523,"Birds",NA,"Resident",NA,1,NA,NA
0.77600035716322,"Birds",NA,"Long",NA,1,NA,NA
0.597365218183722,"Birds",NA,"Resident",NA,1,NA,NA
1.39475304933405,"Birds",NA,"Resident",NA,2,NA,NA
1.21477313847739,"Birds",NA,"Resident",NA,2,NA,NA
1.37777706647718,"Birds",NA,"Resident",NA,2,NA,NA
1.82226866177682,"Birds",NA,"Short",NA,2,NA,NA
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,NA,NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,NA,NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","B",NA,"Non-migrant",NA,"M","M"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"P","P"
NA,"Insects","U",NA,"Non-migrant",NA,"P","P"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","B",NA,"Non-migrant",NA,"NO","NO"
NA,"Insects","M",NA,"Non-migrant",NA,"NO","NO"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"M","M"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"NO","NO"
NA,"Insects","M",NA,"Migrant",NA,"NO","NO"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"O","O"
NA,"Insects","M",NA,NA,NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"M","M"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"O","O"
NA,"Insects","M",NA,NA,NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","B",NA,"Non-migrant",NA,"M","M"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"NO","NO"
NA,"Insects","U",NA,"Non-migrant",NA,"P","P"
NA,"Insects","U",NA,"Non-migrant",NA,"P","P"
NA,"Insects","B",NA,"Non-migrant",NA,"NO","NO"
NA,"Insects","M",NA,"Non-migrant",NA,"NO","NO"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"P","P"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"NO","NO"
NA,"Insects","M",NA,"Migrant",NA,"NO","NO"
NA,"Insects","U",NA,"Migrant",NA,"NO","NO"
NA,"Insects","U",NA,"Non-migrant",NA,"P","P"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Migrant",NA,"P","P"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,NA,NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"P","P"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","B",NA,"Non-migrant",NA,"M","M"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"M","M"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"M","M"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"NO","NO"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"O","O"
NA,"Insects","M",NA,NA,NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"O","O"
NA,"Insects","B",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"P","P"
NA,"Insects","M",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","U",NA,"Non-migrant",NA,"O","O"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
NA,"Insects","M",NA,"Migrant",NA,"M","M"
